name,city,county,state,zip,latitude,longitude,total_units,programs_and_designations,Sec8HCV,RuralSec515,Senior,LIHTC,PublicHsg,HOMEipp,Disabilities
Hohom00018,Pueblo,Pueblo County,Colorado,0,38.309179,-104.635366,28," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Mesa Gardens,Pueblo,Pueblo County,Colorado,81001,38.27911,-104.57121,140," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mineral Palace,Pueblo,Pueblo County,Colorado,81003,38.28005,-104.60713,132," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
North Pointe Gardens,Pueblo,Pueblo County,Colorado,81008,38.31129,-104.65687,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Oakshire Gardens,Pueblo,Pueblo County,Colorado,81001,38.28534,-104.56864,19," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Oakshire Hills,Pueblo,Pueblo County,Colorado,81001,38.28628,-104.56584,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Park Central Apartments,Pueblo,Pueblo County,Colorado,81005,38.24028,-104.64725,39," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Pha Santa Fe Crossings,Pueblo,Pueblo County,Colorado,81003,38.2689,-104.60711,30,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pueblo,Pueblo,Pueblo County,Colorado,81001,38.29387,-104.59801,244,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pueblo,Pueblo,Pueblo County,Colorado,81004,38.24723,-104.63909,246,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pueblo Village Apartments,Pueblo,Pueblo County,Colorado,81004,38.22706,-104.64129,128," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pueblo Village Apartments,Pueblo,Pueblo County,Colorado,81004,38.22691,-104.64129,128," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Richmond Apartments,Pueblo,Pueblo County,Colorado,0,38.268793,-104.608567,50," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Rio Sacramento of Pueblo,Pueblo,Pueblo County,Colorado,81001,38.30255,-104.59859,40," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rood Candy Apartments,Pueblo,Pueblo County,Colorado,81003,38.27328,-104.61197,35," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Santa Fe Crossing,Pueblo,Pueblo County,Colorado,81003,38.26901,-104.60711,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Spanish Peaks,Pueblo,Pueblo County,Colorado,81003,38.27609,-104.61501,9," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Village at Pueblo,Pueblo,Pueblo County,Colorado,81005,38.204189,-104.844712,48,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Trinity Life Gardens,Pueblo,Pueblo County,Colorado,81001,38.28532,-104.5684,45," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Union Plaza Apartments,Pueblo,Pueblo County,Colorado,81003,38.26638,-104.61093,45," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Villa Andrea,Pueblo,Pueblo County,Colorado,81004,38.26336,-104.62361,32," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Village at Pueblo II,Pueblo,Pueblo County,Colorado,81003,38.2868,-104.6585,49," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Villas at Oakshire,Pueblo,Pueblo County,Colorado,81001,38.28618,-104.56774,29," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Clarion Place Apartments,Pueblo West,Pueblo County,Colorado,81007,38.32406,-104.71672,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pueblo West Gardens,Pueblo West,Pueblo County,Colorado,81007,38.31739,-104.70213,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Stonegate Village,Pueblo West,Pueblo County,Colorado,81007,38.32667,-104.77036,55," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Meeker Family and Elderly Housing,Meeker,Rio Blanco County,Colorado,81641,40.04526,-107.90994,36," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H9hom99020c Teo Construction Rangely,Rangely,Rio Blanco County,Colorado,81648,40.08071,-108.80749,20,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Buena Ventura Court,Center,Rio Grande County,Colorado,81125,37.74996,-106.11993,10," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Casa De Cortez Apartments,Center,Rio Grande County,Colorado,81125,37.75015,-106.10924,24,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Center,Center,Rio Grande County,Colorado,81125,37.75075,-106.10957,30,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Center Family Housing,Center,Rio Grande County,Colorado,81125,37.74824,-106.1522,20," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Center Senior Housing Cielo Vista,Center,Rio Grande County,Colorado,0,37.755508,-106.117111,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Del Norte Family,Del Norte,Rio Grande County,Colorado,81132,37.67386,-106.35397,12," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
La Hacienda Del Norte,Del Norte,Rio Grande County,Colorado,81132,37.67252,-106.35412,24," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Mountain View Manor,Monte Vista,Rio Grande County,Colorado,81144,37.57671,-106.14818,33," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mv Housing Complex,Monte Vista,Rio Grande County,Colorado,81144,37.57605,-106.14279,336,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Sierra Vista Apartments,Monte Vista,Rio Grande County,Colorado,81144,37.57461,-106.1413,28," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Valley Grande Apartments CO Landmark Group,Monte Vista,Rio Grande County,Colorado,81144,37.578,-106.12435,72," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
West View Villas,Monte Vista,Rio Grande County,Colorado,81144,37.5761,-106.15657,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Westview Villas,Monte Vista,Rio Grande County,Colorado,81144,37.57558,-106.15639,24," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
South Fork Heights,South Fork,Rio Grande County,Colorado,0,37.662204,-106.613808,48," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
South Fork Heights,South Fork,Rio Grande County,Colorado,81154,37.67292,-106.61532,48," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Vista Verde Townhomes II,Hayden,Routt County,Colorado,0,40.492527,-107.252279,20," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
West Routt Housing,Hayden,Routt County,Colorado,81639,40.494484,-107.260083,72,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Hillside Village Apartments,Steamboat Springs,Routt County,Colorado,80487,40.47786,-106.81965,55,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Mountain Village,Steamboat Springs,Routt County,Colorado,80487,40.44889,-106.8068,103," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
630 Pitkin Ave,Saguache,Saguache County,Colorado,81149,38.06928,-106.18897,16,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Blue Water Hacienda,Saguache,Saguache County,Colorado,81149,38.084485,-106.139887,24,Section 515 Rural Rental Housing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue Water Haciendas,Saguache,Saguache County,Colorado,0,38.088946,-106.140921,12," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
H1hom01003 Wchdo Construction,Mountain Village,San Miguel County,Colorado,81435,37.93374,-107.85681,66,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Cottonwood Creek Estates,Norwood,San Miguel County,Colorado,81423,38.12874,-108.291924,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Meadow Run Apartments,Telluride,San Miguel County,Colorado,81435,37.94008,-107.85828,150," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sunshine Apartments,Telluride,San Miguel County,Colorado,81435,37.93974,-107.86017,29," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pinewood Village,Breckenridge,Summit County,Colorado,0,39.49166,-106.048332,74," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Blue River Apartments,Silverthorne,Summit County,Colorado,0,39.644632,-106.080191,78," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Villa Sierra Madre,Silverthorne,Summit County,Colorado,80498,39.642125,-106.079419,61," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Gold Camp Apartments,Cripple Creek,Teller County,Colorado,80813,38.797525,-105.186225,24," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hybrook Townhomes II,Divide,Teller County,Colorado,80814,38.96014,-105.18643,30," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Pioneer Haven,Akron,Washington County,Colorado,80720,40.16246,-103.21848,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Villa Fourteen,Ault,Weld County,Colorado,80610,40.58389,-104.73745,36," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dacono Senior Apartments,Dacono,Weld County,Colorado,80514,40.08671,-104.9365,20," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Benjamin Square I,Eaton,Weld County,Colorado,80615,40.52562,-104.72419,40," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Centennial Village,Evans,Weld County,Colorado,80620,40.37826,-104.71372,48," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fort Lupton,Fort Lupton,Weld County,Colorado,80621,40.078,-104.8097,50,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Fulton Avenue Apartments,Fort Lupton,Weld County,Colorado,80621,40.08688,-104.81513,22," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Meadows Townhouses,Fort Lupton,Weld County,Colorado,80621,40.08925,-104.80045,51," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Prairie Sun Apartments,Fort Lupton,Weld County,Colorado,80621,40.08792,-104.80008,50," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
A and M Apartments,Greeley,Weld County,Colorado,80631,40.41829,-104.68768,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Accessible Space Greeley,Greeley,Weld County,Colorado,80634,40.4072,-104.7456,16," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Asi Greeley,Greeley,Weld County,Colorado,80634,40.41723,-104.77768,22," Section 811 Supportive Housing for Persons with Disabilities, Project-Based Rental Assistance, Accessible Units, Persons With Disabilities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Birchwood Manor Apartments,Greeley,Weld County,Colorado,80634,40.39419,-104.72635,162," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Broadview Apartments,Greeley,Weld County,Colorado,80634,40.42541,-104.72749,101," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Creek Stone Apartments,Greeley,Weld County,Colorado,80634,40.39675,-104.74049,200," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Greeley,Greeley,Weld County,Colorado,80631,40.40108,-104.69625,86,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Greeley Manor Apartments,Greeley,Weld County,Colorado,80631,40.4181,-104.69528,128," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Greeley Senior Housing,Greeley,Weld County,Colorado,80631,40.38749,-104.70703,40," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
H0hom00002 Rocky Mountain Mutual Housing,Greeley,Weld County,Colorado,80631,40.42853,-104.69266,104,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Immaculata Plaza,Greeley,Weld County,Colorado,80631,40.42762,-104.69402,25," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Island Grove Village,Greeley,Weld County,Colorado,80631,40.4334,-104.70287,108," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Joe P. Martinez Gardens Apartments,Greeley,Weld County,Colorado,80631,40.43317,-104.70667,44," Section 202 Supportive Housing for the Elderly, Project-Based Rental Assistance, Senior (62+), Accessible Units",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
La Casa Rosa,Greeley,Weld County,Colorado,80631,40.43747,-104.6952,14," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Lincoln Square,Greeley,Weld County,Colorado,80631,40.42152,-104.6843,21," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Meeker Commons,Greeley,Weld County,Colorado,80631,40.42731,-104.69277,104," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Mission Village of Greely,Greeley,Weld County,Colorado,80631,NULL,NULL,NULL,Section 42 Low-Income Housing Tax Credit (LIHTC),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Plaza De Milagro Assistance,Greeley,Weld County,Colorado,80631,40.39674,-104.67673,40,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Plaza Del Sol - Migrant Housing II,Greeley,Weld County,Colorado,80631,40.40174,-104.67497,42,HOME Investment Partnerships Program,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Porter House Apartments,Greeley,Weld County,Colorado,80634,NULL,NULL,NULL," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Serenity Village Apartments,Greeley,Weld County,Colorado,80634,40.39932,-104.73842,192," Section 42 Low-Income Housing Tax Credit (LIHTC), Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Stagecoach Gardens,Greeley,Weld County,Colorado,80631,40.43129,-104.69663,30," Section 42 Low-Income Housing Tax Credit (LIHTC), HOME Investment Partnerships Program, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
University Plaza,Greeley,Weld County,Colorado,80631,40.41502,-104.69624,34," Section 8 Project-Based Rental Assistance, Section 42 Low-Income Housing Tax Credit (LIHTC), Project-Based Rental Assistance",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Woodside Village Apartments,Greeley,Weld County,Colorado,80631,40.39917,-104.67716,160," Section 8 Project-Based Rental Assistance, HOME Investment Partnerships Program, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Prairie View,Hudson,Weld County,Colorado,80642,40.0733,-104.63717,20," Section 8 Project-Based Rental Assistance, Project-Based Rental Assistance",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ft. Latham Manor,Kersey,Weld County,Colorado,80644,40.3529,-104.53768,20,Public Housing,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Kersey Apartments,Kersey,Weld County,Colorado,80644,40.38374,-104.56486,160," Section 515 Rural Rental Housing, Section 521 USDA Rental Assistance, Project-Based Rental Assistance",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Dove Valley Senior Housing,Milliken,Weld County,Colorado,80543,40.32001,-104.87089,20," Section 42 Low-Income Housing Tax Credit (LIHTC), Section 538 Guaranteed Rural Rental Housing, Accepts Section 8 Housing Choice Vouchers (HCV)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
